Smiles,Label,1
O=c1ccc2c([nH]1)c(c[nH]2)C1=CCNCC1,1,0.9819085
CCCCCCOc1nsnc1C1=CCCN(C1)C,1,0.8881815
CCc1[nH]c2c(c1CCN(C)C)cc(cc2)OC,1,0.75862265
CN(C1CCc2c(C1)c1cc(ccc1[nH]2)NC(=O)c1ccc(cc1)F)C,1,0.5492837
COc1ccc(cc1OCCN(C)C)NC(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C,1,0.50029856
NCCc1c[nH]c2c1cc(cc2)c1onc(n1)Cc1ccc(cc1)NS(=O)(=O)C,1,0.8575114
NCCc1c[nH]c2c1cc(OCC(=O)N1CCN(CC1)c1ccc(cc1)C#N)cc2,1,0.73284745
CN(CCc1c[nH]c2c1cc(cc2)Cn1cncn1)C,1,0.8252331
COc1ccc2c(c1)c(c[nH]2)C1=CCNCC1,1,0.96150887
Clc1ccc2c(c1)[C@H]1CN(C[C@@H]1c1c(O2)cccc1)C,1,0.6799068
O=C1Nc2c(C1)cc(c(c2)Cl)CCN1CCN(CC1)c1nsc2c1cccc2,1,0.66306466
CN1CCC[C@@H]1Cc1c[nH]c2c1cc(cc2)CCS(=O)(=O)c1ccccc1,1,0.5347037
CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,1,0.90247804
Fc1cccc2c1O[C@H]1CNC[C@@H]1O2,1,0.9685014
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2c1cccc2,1,0.6023892
Oc1ccc2c(c1)c(CCCCN1CCC(=CC1)c1ccccc1)c[nH]2,1,0.39996767
CCCCN1CCCC1CNC(=O)c1cc(C#N)c2c(c1OC)cccc2,1,0.34983197
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)cccc2C,1,0.51166505
OC[C@@H](c1ccc(cc1)F)NC1CCN(CC1)CCCc1c[nH]c2c1cc(cc2)n1cnnc1,1,0.29847687
COc1ccc(cc1N1CCN(CC1)C)NC(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C,1,0.3693288
CN(CCc1c[nH]c2c1cc(C[C@H]1COC(=O)N1)cc2)C,1,0.94818574
Nc1ccc(cc1)CCN1CCN(CC1)c1cccc(c1)C(F)(F)F,1,0.46662086
Fc1ccc(cc1)C(CCCN1CCN(CC1)c1ncc(cn1)F)O,1,0.8233825
CSc1ccccc1N1CCN(CC1)CCCCCC(=O)NC1CCCc2c1cccc2,1,0.27002412
O=c1[nH]c2c(n1CCN1CCN(CC1)c1cccc(c1)C(F)(F)F)cccc2,1,0.7831898
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C1CCN(CC1)C,1,0.86767817
O=C(NC1CCCc2c1cccc2)CCCCCN1CCN(CC1)c1ccccc1c1ccccc1,1,0.21057267
c1cnc(nc1)N1CCN(CC1)Cc1ccc2c(c1)OCO2,1,0.90748596
Cc1ccc(c(c1)C)Sc1ccccc1N1CCNCC1,1,0.79927534
N#Cc1ccc(cc1)CNC(=O)CCCCCN1CCN(CC1)c1ccccc1c1ccccc1,1,0.25397867
COc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCNC(=O)c1ccc(cc1)F,1,0.37260312
Clc1cccc(c1)N1CCN(CC1)CC(C(c1ccccc1)c1ccccc1)O,1,0.29129755
COc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCNC(=O)c1cccs1,1,0.501087
COC(=O)c1cccnc1N1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,1,0.46147513
C1COc2c(O1)cccc2N1CCN(CC1)C1Cc2c(C1)cccc2,1,0.46601716
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(CC1)c1ncccn1,1,0.80593765
O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,1,0.6893678
O=C1NCN(C21CCN(CC2)CC1COc2c(O1)cccc2)c1ccccc1,1,0.716679
COc1ccccc1N1CCN(CC1)CCN1C(=O)CC2(CC1=O)CCCC2,1,0.6910633
Cc1cnc(nc1)CNCC1(F)CCN(CC1)C(=O)c1ccc(c(c1)Cl)F,1,0.94617474
CCCN([C@@H]1CCc2c(C1)ccc(c2)CS(=O)(=O)c1ccc(cc1)OC)CCC,0,0.4081325
NC(=O)c1c([3H])cc(c2c1C[C@H](CO2)N(C1CCC1)C1CCC1)F,0,0.7538152
NC(=O)c1ccc(c2c1C[C@H](CO2)N(C1CCC1)C1CCC1)F,0,0.5615474
CCCN([C@H]1CCc2c(C1)c(O)ccc2F)CCC,0,0.52988875
COc1ccc2c(c1)c(CCN(C)C)c([nH]2)c1ccccc1,0,0.5201471
CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,0,0.5739745
Fc1ccc(cc1)C(=C1CCN(CC1)CCc1c(C)nc2n(c1=O)ccs2)c1ccc(cc1)F,0,0.48795193
CN1CCCCC1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)C,0,0.31580913
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1,0,0.4104488
O[C@]1(CCN2[C@@H](C1)c1cccc3c1[C@@H](C2)c1ccccc1CC3)C(C)(C)C,0,0.21952061
CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1,0,0.70889306
CN1CCN(CC1)c1cc2c(cc1Cl)CCN2C(=O)Nc1ccc(c2c1cccc2)c1ccncc1,0,0.16433682
CSc1ccc2c(c1)C(Cc1c(S2)cccc1)N1CCN(CC1)C,0,0.43245715
O=C(c1ccc(cc1)F)CCCN1CCC(CC1)(N1CCCCC1)C(=O)N,0,0.35290673
N#Cc1ccc2c(c1)N(CC(CN(C)C)C)c1c(S2)cccc1,0,0.3845134
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,0,0.1847192
COC(=O)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1,0,0.2809917
Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O,0,0.3192818
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2,0,0.76966816
OC1CCc2n(C1)c(=O)c(c(n2)C)CCN1CCC(CC1)c1noc2c1ccc(c2)F,0,0.63728905
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,0,0.53977907
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,0,0.22825465
O=C1COc2c(N1)cc(cc2)CC1CCN(CC1)CCOc1cccc2c1ccc(n2)C,0,0.6519383
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,0,0.8521651
COc1ccc(cc1N1CCN(CC1)C)NC(=O)c1ccc(c(c1)C)c1ccncc1,0,0.50646764
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,0,0.63537085
FCC(NC[C@H](COc1cccc2c1c1ccccc1[nH]2)O)C,0,0.89993554
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2c1cccc2,0,0.523378
Cc1ccc2c(n1)cccc2OCCN1CCN(CC1)Cc1cccc2c1nccc2,0,0.35602027
COc1cc(ccc1OCCCN1CCC(CC1)c1noc2c1ccc(c2)F)C(=O)C,0,0.25757685
COC(=O)c1[nH]c2c(c1)c(ccc2)N1CCN(CC1)CCCCN1C(=O)c2c(S1(=O)=O)cccc2,0,0.29417032
COc1ccccc1N1CCN(CC1)CCN(C(=O)c1ccc(cc1)I)c1ccccn1,0,0.4653278
COc1ccccc1N1CCN(CC1)CCN(c1ccccc1[N+](=O)[O-])C(=O)C1CCCCC1,0,0.078761846
